ItemPII	GreenOA EmbargoDate	ItemOnline	ItemVorOnline	EmbargoPeriod
S0735-1097(14)02905-2	2015-10-19	2014-07-21		12
S0735-1097(14)02907-6	2015-11-02	2014-08-04		12
S0735-1097(14)04219-3	2015-11-16	2014-08-18		12
S0735-1097(14)05719-2	2016-01-04	2014-10-06		12
S0735-1097(14)06842-9	2016-04-04	2015-01-05		12
S0735-1097(15)00644-0	2016-07-18	2015-04-20		12
S0735-1097(15)01670-8	2016-05-24	2015-05-25	2015-05-25	12
S0735-1097(15)04577-5	2016-09-13	2015-09-14	2015-09-14	12
S0735-1097(15)06064-7	2016-10-18	2015-10-19	2015-10-19	12
S0735-1097(15)06704-2	2016-11-29	2015-11-30	2015-11-30	12
S0735-1097(15)06947-8	2016-12-20	2015-11-30	2015-12-21	12
S0735-1097(15)07640-8	2017-02-07	2016-02-08	2016-02-08	12
S0735-1097(16)00324-7	2017-03-07	2016-03-07	2016-03-07	12
S0735-1097(16)00344-2	2017-03-21	2016-03-21	2016-03-21	12
S0735-1097(16)00841-X	2017-04-25	2016-04-25	2016-04-25	12
S0735-1097(16)00913-X	2017-04-25	2016-03-21	2016-04-25	12
S0735-6757(09)00144-2	2011-05-26	2010-02-25		12
S0735-6757(09)00420-3	2011-06-07	2010-03-09		12
S0735-6757(10)00209-3	2011-11-01	2010-08-03		12
S0735-6757(12)00332-4	2013-11-29	2012-08-31		12
S0735-6757(12)00490-1	2014-01-28	2012-10-30		12
S0735-6757(13)00127-7	2014-08-11	2013-05-13		12
S0735-6757(13)00131-9	2014-07-16	2013-04-17		12
S0735-6757(13)00154-X	2014-07-22	2013-04-23		12
S0735-6757(13)00220-9	2014-08-20	2013-05-22		12
S0735-6757(13)00246-5	2014-08-18	2013-05-20		12
S0735-6757(14)00590-7	2015-11-19	2014-08-21		12
S0735-6757(14)00590-7	2015-11-19	2014-08-21		12
S0735-6757(14)00624-X	2015-11-27	2014-08-29		12
S0735-6757(14)00624-X	2015-11-27	2014-08-29		12
S0735-6757(14)00719-0	2016-01-11	2014-10-13		12
S0735-6757(14)00915-2	2016-03-17	2014-12-18		12
S0735-6757(14)00918-8	2016-03-17	2014-12-18		12
S0735-6757(15)00180-1	2016-05-31	2015-03-18	2015-06-01	12
S0735-6757(15)00191-6	2016-05-31	2015-03-25	2015-06-01	12
S0735-6757(15)00828-1	2016-12-08	2015-10-09	2015-12-09	12
S0736-4679(08)00461-7	2010-01-29	2008-10-31		12
S0736-4679(08)00914-1	2010-06-07	2009-03-09		12
S0736-4679(08)00915-3	2010-06-03	2009-03-05		12
S0736-4679(09)00305-9	2010-08-15	2009-05-17		12
S0736-4679(09)00329-1	2010-09-02	2009-06-04		12
S0736-4679(09)00744-6	2011-01-19	2009-10-21		12
S0736-4679(10)00449-X	2011-11-10	2010-08-12		12
S0736-4679(11)00171-5	2012-06-09	2011-03-12		12
S0736-4679(11)00628-7	2012-12-14	2011-09-16		12
S0736-4679(11)00898-5	2013-01-29	2011-11-01		12
S0736-4679(12)00252-1	2013-07-20	2012-04-21		12
S0736-4679(12)01127-4	2014-10-07	2013-07-09		12
S0736-4679(12)01472-2	2014-10-24	2013-07-26		12
S0736-4679(12)01591-0	2014-06-17	2013-03-19		12
S0736-4679(13)00237-0	2014-10-07	2013-07-09		12
S0736-4679(13)00603-3	2014-11-28	2013-08-30		12
S0736-4679(13)00907-4	2014-12-20	2013-09-21		12
S0736-4679(13)01131-1	2015-04-13	2014-01-13		12
S0736-4679(13)01416-9	2015-05-18	2014-02-17		12
S0736-4679(14)00789-6	2015-12-12	2014-09-13		12
S0736-4679(14)00880-4	2015-12-30	2014-10-01		12
S0736-4679(14)01084-1	2016-02-11	2014-11-13		12
S0736-4679(15)00015-3	2016-06-17	2015-04-03	2015-06-18	12
S0736-4679(15)00025-6	2016-05-28	2015-04-07	2015-05-29	12
S0736-4679(15)00808-2	2017-01-20	2015-09-12	2016-01-21	12
S0736-4679(15)00939-7	2017-02-18	2015-10-21	2016-02-19	12
S0736-4679(15)01054-9	2017-02-18	2016-01-21	2016-02-19	12
S0736-4679(15)01269-X	2017-03-24	2016-01-21	2016-03-24	12
S0736-5748(11)00019-0	2012-11-13	2011-02-15		18
S0736-5845(11)00095-0	2013-12-14	2011-09-16		24
S0736-5845(14)00057-X	2016-11-15	2014-08-18		24
S0736-5845(14)00057-X	2016-11-15	2014-08-18		24
S0737-0806(11)00033-5	2012-06-18	2011-03-21		12
S0737-0806(11)00385-6	2012-10-24	2011-07-27		12
S0737-0806(11)00741-6	2013-04-27	2012-01-28		12
S0737-0806(12)00732-0	2014-01-13	2012-10-15		12
S0737-0806(13)00055-5	2014-06-13	2013-03-15		12
S0737-0806(13)00497-8	2015-01-12	2013-10-14		12
S0737-0806(15)00639-5	2016-12-10	2015-11-10	2015-12-11	12
S0737-4607(15)00004-X	2018-06-11	2015-03-14		36
S0738-0593(09)00150-3	2013-03-01	2009-12-02		36
S0738-0593(11)00167-2	2015-03-14	2011-12-15		36
S0738-0593(12)00094-6	2015-11-02	2012-08-04		36
S0738-0593(16)30001-3	2019-02-05	2016-02-06	2016-02-06	36
S0738-3991(09)00508-4	2011-02-28	2009-11-30		12
S0738-3991(12)00256-X	2013-10-13	2012-07-15		12
S0738-3991(13)00014-1	2014-05-29	2013-02-28		12
S0738-3991(13)00454-0	2015-02-17	2013-11-19		12
S0738-3991(15)30104-X	2017-03-22	2015-11-02	2016-03-22	12
S0739-7240(09)00078-2	2010-11-24	2009-08-26		12
S0739-7240(11)00007-5	2012-06-01	2011-03-04		12
S0739-7240(11)00078-6	2012-09-25	2011-06-28		12
S0739-7240(11)00195-0	2013-04-09	2012-01-10		12
S0739-7240(12)00006-9	2013-04-26	2012-01-27		12
S0739-7240(13)00158-6	2015-04-07	2014-01-07		12
S0739-7240(14)00005-8	2015-04-21	2014-01-21		12
S0740-0020(10)00270-4	2012-01-25	2010-10-27		12
S0740-0020(12)00260-2	2014-03-05	2012-12-05		12
S0740-0020(13)00155-X	2014-11-11	2013-08-13		12
S0740-0020(13)00202-5	2015-01-12	2013-10-14		12
S0740-0020(14)00070-7	2015-08-07	2014-05-09		12
S0740-0020(14)00188-9	2015-11-06	2014-08-08		12
S0740-0020(14)00233-0	2015-12-17	2014-09-18		12
S0740-0020(14)00285-8	2016-02-29	2014-12-01		12
S0740-2570(11)00010-4	2012-08-01	2011-05-04		12
S0740-5472(13)00079-2	2014-08-20	2013-05-22		12
S0740-5472(13)00087-1	2014-09-03	2013-06-05		12
S0740-5472(13)00288-2	2015-03-21	2013-12-21		12
S0740-5472(15)00083-5	2016-07-25	2015-04-07	2015-07-26	12
S0740-5472(16)00043-X	2017-04-02	2016-02-15	2016-04-02	12
S0740-5472(16)00045-3	2017-04-02	2016-02-13	2016-04-02	12
S0740-624X(10)00104-8	2014-01-27	2010-10-30		36
S0740-624X(12)00041-X	2015-08-19	2012-05-21		36
S0741-5214(10)01713-1	2011-11-28	2010-08-30		12
S0741-5214(10)01828-8	2012-01-07	2010-10-09		12
S0741-5214(10)01862-8	2012-01-16	2010-10-18		12
S0741-5214(10)02459-6	2012-04-05	2011-01-06		12
S0741-5214(11)00690-2	2012-08-25	2011-05-28		12
S0741-5214(11)00885-8	2012-11-03	2011-08-06		12
S0741-5214(11)01224-9	2012-11-24	2011-08-27		12
S0741-5214(11)01665-X	2013-01-31	2011-11-03		12
S0741-5214(11)02825-4	2013-06-29	2012-03-31		12
S0741-5214(11)02925-9	2013-05-09	2012-02-09		12
S0741-5214(12)00005-5	2013-05-09	2012-02-09		12
S0741-5214(12)00438-7	2013-10-22	2012-07-24		12
S0741-5214(12)00834-8	2013-09-25	2012-06-27		12
S0741-5214(12)00930-5	2013-10-23	2012-07-25		12
S0741-5214(12)01923-4	2014-03-12	2012-12-12		12
S0741-5214(12)02008-3	2014-04-08	2013-01-08		12
S0741-5214(12)02110-6	2014-04-24	2013-01-24		12
S0741-5214(13)00030-X	2014-08-19	2013-05-21		12
S0741-5214(13)00130-4	2014-07-02	2013-04-03		12
S0741-5214(13)00342-X	2014-07-12	2013-04-13		12
S0741-5214(13)00781-7	2014-08-23	2013-05-25		12
S0741-5214(13)00880-X	2014-10-21	2013-07-23		12
S0741-5214(13)01276-7	2015-03-15	2013-12-15		12
S0741-5214(13)01700-X	2015-02-12	2013-11-14		12
S0741-5214(13)01793-X	2015-05-24	2014-02-23		12
S0741-5214(13)01842-9	2015-02-14	2013-11-16		12
S0741-5214(14)00177-3	2015-06-19	2014-03-21		12
S0741-5214(14)00315-2	2015-06-25	2014-03-27		12
S0741-5214(14)00716-2	2015-08-07	2014-05-09		12
S0741-5214(14)00854-4	2015-08-15	2014-05-17		12
S0741-5214(14)00996-3	2016-10-21	2014-06-20	2015-10-22	12
S0741-5214(14)01347-0	2015-11-13	2014-08-15		12
S0741-5214(14)01477-3	2015-11-26	2014-08-28		12
S0741-5214(14)01477-3	2015-11-26	2014-08-28		12
S0741-5214(14)02200-9	2016-04-15	2015-01-16		12
S0741-5214(15)00165-2	2016-06-22	2015-06-23	2015-06-23	12
S0741-5214(15)00464-4	2016-08-20	2015-06-08	2015-08-21	12
S0741-5214(15)00954-4	2016-09-03	2015-06-06		12
S0741-5214(15)01001-0	2016-09-23	2015-06-08	2015-09-24	12
S0741-5214(15)01224-0	2016-10-21	2015-08-28	2015-10-22	12
S0741-5214(15)01224-0	2016-10-21	2015-08-28	2015-10-22	12
S0741-5214(15)01378-6	2016-10-21	2015-08-05	2015-10-22	12
S0741-5214(15)01378-6	2016-10-21	2015-08-05	2015-10-22	12
S0741-5214(15)01487-1	2016-11-19	2015-09-10	2015-11-20	12
S0741-5214(15)01696-1	2016-12-20	2015-12-21	2015-12-21	12
S0741-5214(15)01806-6	2016-12-20	2015-09-26	2015-12-21	12
S0741-5214(15)01948-5	2017-01-20	2016-01-21	2016-01-21	12
S0741-5214(15)02018-2	2017-03-23	2015-11-21	2016-03-23	12
S0741-5214(16)00081-1	2017-03-23	2016-03-23	2016-03-23	12
S0741-8329(12)00107-3	2013-10-23	2012-07-25		12
S0741-8329(13)00044-X	2014-07-14	2013-04-15		12
S0741-8329(14)20138-8	2016-05-30	2015-03-02		12
S0741-8329(15)30094-X	2017-02-25	2016-01-29	2016-02-26	12
S0742-051X(10)00131-9	2013-12-18	2010-09-20		36
S0742-051X(11)00081-3	2014-10-19	2011-07-22		36
S0742-051X(13)00144-3	2017-01-08	2013-10-11		36
S0742-051X(14)00004-3	2017-04-30	2014-01-31		36
S0742-051X(15)30029-9	2018-12-10	2015-12-11	2015-12-11	36
S0743-7315(09)00179-8	2012-01-14	2009-10-16		24
S0743-7315(10)00022-5	2012-05-26	2010-02-26		24
S0743-7315(11)00229-2	2014-03-07	2011-12-08		24
S0743-7315(12)00109-8	2014-08-13	2012-05-15		24
S0743-7315(12)00190-6	2014-11-15	2012-08-17		24
S0743-7315(13)00129-9	2015-11-08	2013-08-10		24
S0743-7315(14)00127-0	2016-11-04	2014-08-07		24
S0747-5632(09)00203-9	2012-05-08	2010-02-08		24
S0747-5632(13)00037-X	2015-05-30	2013-03-01		24
S0747-5632(13)00049-6	2015-06-14	2013-03-16		24
S0747-5632(13)00433-0	2016-03-14	2013-12-15		24
S0747-5632(14)00229-5	2016-08-07	2014-05-10		24
S0747-5632(14)00276-3	2016-09-11	2014-06-14		24
S0747-5632(14)00496-8	2017-01-18	2014-10-21		24
S0747-5632(14)00736-5	2017-04-01	2015-01-02		24
S0747-5632(15)00051-5	2017-05-30	2015-03-02		24
S0747-5632(15)00364-7	2017-05-18	2015-05-19	2015-05-19	24
S0747-5632(15)00404-5	2017-06-09	2015-06-10	2015-06-10	24
S0747-5632(15)00424-0	2017-06-08	2015-06-09	2015-06-09	24
S0747-5632(15)30258-2	2017-12-17	2015-12-18	2015-12-18	24
S0747-5632(15)30259-4	2017-12-30	2015-12-31	2015-12-31	24
S0747-5632(16)30014-0	2018-01-17	2016-01-18	2016-01-18	24
S0747-5632(16)30127-3	2018-02-26	2016-02-27	2016-02-27	24
S0747-5632(16)30250-3	2018-04-04	2016-04-04	2016-04-04	24
S0747-5632(16)30260-6	2018-04-16	2016-04-16	2016-04-16	24
S0747-7171(10)00019-2	2012-05-01	2010-02-01		24
S0747-7171(11)00178-7	2014-02-06	2011-11-09		24
S0747-7171(15)00129-7	2018-02-17	2015-12-14	2016-02-18	24
S0747-7171(16)30007-4	2018-06-23	2016-03-25		24
S0747-7171(16)30010-4	2018-06-24	2016-03-26		24
S0749-0704(14)00055-4	2015-11-08	2014-08-10		12
S0749-0704(15)00049-4	2016-09-26	2015-07-29	2015-09-27	12
S0749-0720(10)00036-8	2012-02-03	2010-11-05		12
S0749-0739(10)00091-X	2012-02-02	2010-11-04		12
S0749-0739(12)00064-8	2014-01-15	2012-10-17		12
S0749-0739(12)00066-1	2014-02-21	2012-11-23		12
S0749-0739(12)00081-8	2014-02-21	2012-11-23		12
S0749-0739(12)00083-1	2014-02-21	2012-11-23		12
S0749-0739(12)00096-X	2014-02-21	2012-11-23		12
S0749-0739(12)00119-8	2014-04-17	2013-01-17		12
S0749-0739(13)00026-6	2014-08-21	2013-05-23		12
S0749-0739(13)00056-4	2014-12-23	2013-09-24		12
S0749-0739(13)00085-0	2015-05-01	2014-01-31		12
S0749-0739(13)00092-8	2015-03-31	2013-12-31		12
S0749-0739(13)00094-1	2015-05-20	2014-02-19		12
S0749-0739(13)00096-5	2015-05-19	2014-02-18		12
S0749-0739(14)00067-4	2016-02-04	2014-11-06		12
S0749-0739(14)00070-4	2016-02-04	2014-11-06		12
S0749-0739(14)00100-X	2016-04-15	2015-01-16		12
S0749-0739(14)00101-1	2016-04-15	2015-01-16		12
S0749-0739(14)00102-3	2016-04-15	2015-01-16		12
S0749-0739(14)00107-2	2016-06-08	2015-03-11		12
S0749-0739(14)00108-4	2016-06-08	2015-03-11		12
S0749-3797(10)00062-0	2011-06-18	2010-03-20		12
S0749-3797(10)00260-6	2011-09-10	2010-06-12		12
S0749-3797(10)00701-4	2012-05-16	2011-02-16		12
S0749-3797(11)00164-4	2012-08-07	2011-05-10		12
S0749-3797(11)00448-X	2012-12-20	2011-09-22		12
S0749-3797(11)00541-1	2013-01-14	2011-10-17		12
S0749-3797(11)00852-X	2013-04-15	2012-01-16		12
S0749-3797(12)00387-X	2013-11-11	2012-08-13		12
S0749-3797(13)00079-2	2014-07-15	2013-04-16		12
S0749-3797(13)00372-3	2014-12-16	2013-09-17		12
S0749-3797(13)00385-1	2014-12-16	2013-09-17		12
S0749-3797(13)00589-8	2015-04-15	2014-01-15		12
S0749-3797(13)00594-1	2015-04-15	2014-01-15		12
S0749-3797(14)00168-8	2015-09-25	2014-06-27		12
S0749-3797(14)00254-2	2015-11-16	2014-08-18		12
S0749-3797(15)00077-X	2016-07-15	2015-03-31	2015-07-16	12
S0749-3797(15)00267-6	2016-11-17	2015-07-29	2015-11-18	12
S0749-3797(15)00361-X	2016-12-16	2015-09-04	2015-12-17	12
S0749-3797(15)00627-3	2017-02-16	2015-12-09	2016-02-17	12
S0749-3797(16)00046-5	2017-04-18	2016-04-18	2016-04-18	12
S0749-596X(15)00146-1	2018-04-29	2016-01-05	2016-04-29	24
S0749-5978(09)00084-3	2012-12-21	2009-09-23		36
S0749-5978(10)00038-5	2013-08-18	2010-05-21		36
S0749-5978(10)00066-X	2013-12-13	2010-09-15		36
S0749-5978(10)00112-3	2014-04-14	2011-01-15		36
S0749-5978(13)00017-4	2016-05-09	2013-02-09		36
S0749-5978(14)00008-9	2017-05-20	2014-02-20		36
S0749-5978(15)00072-2	2018-06-23	2015-06-24	2015-06-24	36
S0749-5978(15)00117-X	2018-12-21	2015-12-22	2015-12-22	36
S0749-6036(12)00236-4	2014-11-23	2012-08-25		24
S0749-6036(13)00099-2	2015-07-30	2013-05-01		24
S0749-6036(15)00070-1	2017-05-10	2015-02-10		24
S0749-6419(09)00107-7	2011-12-07	2009-09-08		24
S0749-6419(09)00159-4	2012-02-14	2009-11-16		24
S0749-6419(10)00126-9	2012-12-13	2010-09-15		24
S0749-6419(10)00157-9	2013-01-27	2010-10-30		24
S0749-6419(11)00104-5	2013-10-02	2011-07-05		24
S0749-6419(12)00071-X	2014-08-21	2012-05-23		24
S0749-6419(13)00102-2	2015-09-10	2013-06-12		24
S0749-6419(13)00209-X	2016-02-17	2013-11-19		24
S0749-6419(14)00074-6	2016-07-22	2014-04-24		24
S0749-6419(14)00150-8	2016-11-17	2014-08-20		24
S0749-6419(15)00077-7	2017-06-11	2015-05-30	2015-06-12	24
S0749-8063(09)01101-3	2011-09-14	2010-06-16		12
S0749-8063(12)00134-X	2013-08-17	2012-05-19		12
S0753-3322(15)30247-X	2016-12-28	2015-12-29	2015-12-29	12
S0828-282X(13)00056-1	2014-07-17	2013-04-18		12
S0882-4010(13)00120-4	2014-12-10	2013-09-11		12
S0882-4010(13)00150-2	2015-03-19	2013-12-19		12
S0882-5963(11)00526-4	2012-11-22	2011-08-25		12
S0882-5963(12)00267-9	2013-12-17	2012-09-18		12
S0882-5963(14)00059-1	2015-06-03	2014-03-05		12
S0883-0355(15)00003-8	2018-05-28	2015-02-28		36
S0883-2927(10)00018-1	2012-04-14	2010-01-15		24
S0883-2927(11)00044-8	2013-05-05	2011-02-05		24
S0883-2927(13)00205-9	2015-11-10	2013-08-12		24
S0883-5403(09)00062-X	2010-06-02	2009-03-04		12
S0883-5403(09)00301-5	2010-12-01	2009-09-02		12
S0883-5403(10)00418-3	2011-12-24	2010-09-25		12
S0883-5403(11)00103-3	2012-07-17	2011-04-19		12
S0883-5403(11)00514-6	2013-02-12	2011-11-15		12
S0883-5403(12)00507-4	2014-01-28	2012-10-30		12
S0883-5403(13)00496-8	2014-10-23	2013-07-25		12
S0883-5403(14)00796-7	2016-01-20	2014-10-22		12
S0883-5403(15)00004-2	2016-04-09	2015-01-10		12
S0883-5403(15)00830-X	2017-02-22	2015-09-26	2016-02-23	12
S0883-9441(11)00156-0	2012-08-03	2011-05-06		12
S0883-9441(13)00400-0	2015-01-30	2013-11-01		12
S0883-9441(14)00243-3	2015-09-19	2014-06-21		12
S0883-9441(15)00542-0	2016-12-14	2015-11-10	2015-12-15	12
S0885-2006(10)00049-9	2012-09-05	2010-06-08		24
S0885-2014(11)00051-7	2014-01-01	2011-10-04		24
S0885-2014(13)00012-9	2015-11-19	2013-08-21		24
S0885-2308(14)00018-7	2016-06-12	2014-03-15		24
S0885-3924(15)00171-2	2016-08-20	2015-04-16	2015-08-21	12
S0885-5765(12)00018-5	2014-06-15	2012-03-17		24
S0885-5765(12)00037-9	2014-08-27	2012-05-29		24
S0885-5765(13)00031-3	2015-08-12	2013-05-14		24
S0885-5765(13)00047-7	2015-11-27	2013-08-29		24
S0885-5765(14)00052-6	2016-11-14	2014-08-17		24
S0885-5765(15)30003-5	2017-12-07	2015-07-13	2015-12-08	24
S0886-3350(10)00714-5	2011-10-20	2010-07-22		12
S0886-3350(10)01557-9	2012-03-20	2010-12-21		12
S0886-3350(10)01619-6	2012-04-14	2011-01-15		12
S0886-3350(11)01572-0	2013-03-09	2011-12-10		12
S0887-2333(11)00026-9	2012-04-26	2011-01-27		12
S0887-2333(11)00253-0	2012-12-19	2011-09-21		12
S0887-2333(12)00345-1	2014-03-20	2012-12-20		12
S0887-2333(12)00346-3	2014-03-20	2012-12-20		12
S0887-6185(10)00073-3	2012-06-28	2010-03-31		24
S0887-6185(11)00066-1	2013-07-06	2011-04-08		24
S0887-6185(14)00087-5	2016-09-13	2014-06-16		24
S0887-6185(14)00152-2	2017-01-28	2014-10-31		24
S0887-7963(10)00083-0	2012-05-23	2011-02-23		12
S0887-7963(14)00068-6	2015-11-25	2014-08-27		12
S0887-8994(14)00612-2	2016-01-14	2014-10-16		12
S0887-8994(15)00418-X	2016-12-16	2015-08-28	2015-12-17	12
S0888-3270(16)00074-1	2018-04-05	2016-03-02	2016-04-05	24
S0888-7543(12)00040-7	2013-05-21	2012-02-21		12
S0889-1575(15)00150-7	2016-08-02	2015-06-29	2015-08-03	12
S0889-1575(16)30024-2	2017-04-02	2016-03-24	2016-04-02	12
S0889-1591(09)00396-1	2010-11-25	2009-08-27		12
S0889-1591(10)00430-7	2011-11-17	2010-08-19		12
S0889-1591(12)00202-4	2013-10-31	2012-08-02		12
S0889-1591(12)00437-0	2014-01-01	2012-10-03		12
S0889-1591(12)00440-0	2014-01-13	2012-10-15		12
S0889-1591(12)00479-5	2014-01-24	2012-10-26		12
S0889-1591(15)00011-2	2016-04-26	2015-01-27		12
S0889-1591(15)00158-0	2016-09-01	2015-06-18	2015-09-02	12
S0889-5406(11)00620-2	2012-12-29	2011-10-01		12
S0889-5406(11)00868-7	2013-03-19	2011-12-20		12
S0889-5406(11)01088-2	2013-04-24	2012-01-25		12
S0889-5406(13)01051-2	2015-06-26	2014-03-28		12
S0889-5406(14)00242-X	2015-08-27	2014-05-29		12
S0889-5406(14)00880-4	2016-03-19	2014-12-20		12
S0889-5406(14)00882-8	2016-03-19	2014-12-20		12
S0889-8529(10)00032-0	2011-10-06	2010-07-08		12
S0889-8529(10)00038-1	2011-11-15	2010-08-17		12
S0889-8529(10)00040-X	2011-11-15	2010-08-17		12
S0889-8529(10)00045-9	2011-09-29	2010-07-01		12
S0889-8529(12)00093-X	2014-01-21	2012-10-23		12
S0889-8545(15)00111-4	2017-02-12	2016-02-13	2016-02-13	12
S0889-8553(13)00112-X	2015-03-27	2013-12-27		12
S0889-857X(10)00102-X	2012-03-02	2010-12-03		12
S0889-857X(14)00014-3	2015-05-21	2014-02-20		12
S0889-8588(10)00163-2	2012-04-11	2011-01-12		12
S0889-9746(14)00021-8	2016-06-08	2014-03-11		24
S0890-4065(11)00025-9	2014-07-11	2011-04-13		36
S0890-5096(10)00437-1	2012-03-19	2010-12-20		12
S0890-5096(12)00072-6	2013-08-31	2012-06-02		12
S0890-5096(12)00283-X	2013-12-11	2012-09-12		12
S0890-5096(15)00529-4	2016-12-16	2015-07-14	2015-12-17	12
S0890-5401(12)00074-0	2014-06-28	2012-03-30		24
S0890-6955(10)00035-0	2012-06-12	2010-03-15		24
S0890-6955(11)00174-X	2013-12-19	2011-09-21		24
S0890-8508(11)00069-7	2013-04-07	2012-01-08		12
S0890-8508(13)00027-3	2014-08-04	2013-05-06		12
S0890-8508(14)00049-8	2016-01-14	2014-10-16		12
S0890-8567(10)00637-4	2012-01-27	2010-10-29		12
S0890-8567(11)01049-5	2013-03-19	2011-12-20		12
S0890-8567(12)00287-0	2013-09-16	2012-06-18		12
S0890-8567(14)00531-0	2015-11-13	2014-08-15		12
S0890-8567(15)00793-5	2017-01-20	2015-12-02	2016-01-21	12
S0891-4222(09)00154-1	2012-01-10	2009-10-12		24
S0891-4222(13)00251-5	2015-09-27	2013-06-29		24
S0891-4222(14)00142-5	2016-07-23	2014-04-25		24
S0891-4222(14)00417-X	2017-02-09	2014-11-12		24
S0891-4222(14)00425-9	2017-02-05	2014-11-08		24
S0891-4222(14)00482-X	2017-02-22	2014-11-25		24
S0891-4222(14)00527-7	2017-04-12	2015-01-13		24
S0891-5245(10)00159-8	2011-10-08	2010-07-10		12
S0891-5245(10)00389-5	2012-05-26	2011-02-26		12
S0891-5245(11)00231-8	2012-12-23	2011-09-25		12
S0891-5245(11)00279-3	2013-01-05	2011-10-08		12
S0891-5245(11)00280-X	2013-01-04	2011-10-07		12
S0891-5245(11)00360-9	2013-02-13	2011-11-16		12
S0891-5245(11)00383-X	2013-03-21	2011-12-22		12
S0891-5245(12)00131-9	2013-11-13	2012-08-15		12
S0891-5245(13)00351-9	2015-03-19	2013-12-19		12
S0891-5245(13)00429-X	2015-05-30	2014-03-01		12
S0891-5245(14)00079-0	2015-08-19	2014-05-21		12
S0891-5245(14)00139-4	2015-09-18	2014-06-20		12
S0891-5245(14)00204-1	2015-11-08	2014-08-10		12
S0891-5245(14)00209-0	2016-06-18	2014-09-11	2015-06-19	12
S0891-5245(14)00353-8	2016-03-25	2014-12-26		12
S0891-5245(15)00048-6	2016-06-18	2015-03-04	2015-06-19	12
S0891-5245(15)00079-6	2016-10-20	2015-03-29	2015-10-21	12
S0891-5245(15)00271-0	2017-04-17	2015-08-15	2016-04-17	12
S0891-5245(15)00351-X	2016-12-09	2015-11-07	2015-12-10	12
S0891-5245(15)00434-4	2017-04-28	2016-01-29		12
S0891-5245(16)00063-8	2017-05-31	2016-03-02		12
S0891-5520(10)00011-5	2011-08-09	2010-05-11		12
S0891-5520(13)00042-1	2014-10-23	2013-07-25		12
S0891-5520(14)00010-5	2015-08-19	2014-05-21		12
S0891-5849(09)00716-3	2011-02-08	2009-11-10		12
S0891-5849(10)00228-5	2011-07-17	2010-04-18		12
S0891-5849(10)00390-4	2011-09-28	2010-06-30		12
S0891-5849(10)01414-0	2012-03-15	2010-12-16		12
S0891-5849(11)00044-X	2012-04-25	2011-01-26		12
S0891-5849(11)00092-X	2012-05-12	2011-02-12		12
S0891-5849(11)00098-0	2012-05-22	2011-02-22		12
S0891-5849(11)01231-7	2013-03-16	2011-12-17		12
S0891-5849(11)01253-6	2013-03-22	2011-12-23		12
S0891-5849(12)00206-7	2013-07-17	2012-04-18		12
S0891-5849(12)01869-2	2014-04-04	2013-01-04		12
S0891-5849(13)01477-9	2015-01-22	2013-10-24		12
S0891-5849(14)00263-9	2015-09-24	2014-06-26		12
S0891-5849(14)00438-9	2016-01-20	2014-10-22		12
S0891-5849(14)01363-X	2016-02-12	2014-11-14		12
S0891-5849(14)01409-9	2016-03-15	2014-12-16		12
S0891-5849(15)00162-8	2016-05-13	2015-04-08	2015-05-14	12
S0891-5849(16)00072-1	2017-05-18	2016-02-18		12
S0892-0362(10)00015-2	2011-04-29	2010-01-29		12
S0892-0362(10)00142-X	2011-10-16	2010-07-18		12
S0892-1997(08)00125-2	2010-04-29	2009-01-29		12
S0892-1997(08)00205-1	2011-02-03	2009-11-05		12
S0892-1997(09)00008-3	2011-01-06	2009-10-08		12
S0892-1997(10)00158-X	2012-05-03	2011-02-03		12
S0892-1997(11)00008-7	2012-08-15	2011-05-18		12
S0892-1997(12)00034-3	2013-11-21	2012-08-23		12
S0892-1997(12)00096-3	2014-02-19	2012-11-21		12
S0892-1997(13)00131-8	2015-01-26	2013-10-28		12
S0892-1997(13)00252-X	2015-07-12	2014-04-13		12
S0892-1997(14)00125-8	2016-03-09	2014-12-10		12
S0893-6080(11)00162-6	2013-09-18	2011-06-21		24
S0893-6080(11)00322-4	2014-03-28	2011-12-29		24
S0893-6080(15)00080-5	2017-05-13	2015-04-23	2015-05-14	24
S0893-9659(10)00285-5	2012-11-16	2010-08-19		24
S0893-9659(11)00061-9	2013-05-15	2011-02-15		24
S0894-1130(09)00126-4	2011-02-24	2009-11-26		12
S0894-1130(10)00052-9	2011-10-15	2010-07-17		12
S0894-1130(10)00086-4	2012-01-31	2010-11-02		12
S0894-1130(11)00054-8	2012-11-02	2011-08-05		12
S0894-1130(11)00056-1	2012-11-03	2011-08-06		12
S0894-1130(11)00057-3	2012-11-02	2011-08-05		12
S0894-1130(11)00156-6	2013-04-17	2012-01-18		12
S0894-1130(11)00175-X	2013-07-05	2012-04-06		12
S0894-1130(12)00041-5	2013-10-10	2012-07-12		12
S0894-1130(13)00097-5	2014-10-15	2013-07-17		12
S0894-1130(13)00103-8	2014-12-10	2013-09-11		12
