unit	doi	authors	pub_year	title	journal	volume	issue	pages	original_line
Gulf_REC		"""Lee, S., Muthappa, S.-K., Kang, M., Rojas, C., Tang, Y., Oh, S., Choudhury, S. R., Lee, H.-K., Ishiga, Y., Allen, R. D., Pandey, S. and Mysore, K. S."""	2017	"""The small GTPase, Nucleolar GTP-binding protein 1 (NOG1), has a novel role in plant innate immunity"""	Scientific Reports	7	9260		"""Lee, S., Muthappa, S.-K., Kang, M., Rojas, C., Tang, Y., Oh, S., Choudhury, S. R., Lee, H.-K., Ishiga, Y., Allen, R. D., Pandey, S. and Mysore, K. S.""|2017|""The small GTPase, Nucleolar GTP-binding protein 1 (NOG1), has a novel role in plant innate immunity""|Scientific Reports|7|9260||Journal Article|||Gulf_REC|"
AniSci	10.4014/jmb.1710.10008	"""Lee, S. Y., Kim, M. J., Kim, H. J., Jeong, K. C. and Kim, H. Y."""	2017	Simultaneous detection of four foodborne viruses in food samples using a one-step multiplex reverse transcription PCR	J Microbiol Biotechnol				"""Lee, S. Y., Kim, M. J., Kim, H. J., Jeong, K. C. and Kim, H. Y.""|2017|Simultaneous detection of four foodborne viruses in food samples using a one-step multiplex reverse transcription PCR|J Microbiol Biotechnol||||Journal Article||10.4014/jmb.1710.10008|AniSci|"
WildEco	10.1002/ecy.1697	"""Leibold, M. A., Chase, J. M. and Ernest, S. K. M."""	2017	Community assembly and the functioning of ecosystems: how metacommunity processes alter ecosystems attributes	Ecology	98	4	909-919	"""Leibold, M. A., Chase, J. M. and Ernest, S. K. M.""|2017|Community assembly and the functioning of ecosystems: how metacommunity processes alter ecosystems attributes|Ecology|98|4|909-919|Journal Article||10.1002/ecy.1697|WildEco|"
ABE	10.1002/rra.3174	"""Leitman, S., Kiker, G. and Wright, D."""	2017	Simulating system-wide effects of reducing irrigation withdrawals in a disputed river basin	River Research and Applications	33	8	1345-1353	"""Leitman, S., Kiker, G. and Wright, D.""|2017|Simulating system-wide effects of reducing irrigation withdrawals in a disputed river basin|River Research and Applications|33|8|1345-1353|Journal Article||10.1002/rra.3174|ABE|"
NoFL_REC	10.1002/rra.3174	"""Leitman, S. F., Kiker, G. A. and Wright, D. L."""	2017	Simulating system-wide effects of reducing irrigation withdrawals in a disputed river basin	River Research and Applications	33	8	1345-1353	"""Leitman, S. F., Kiker, G. A. and Wright, D. L.""|2017|Simulating system-wide effects of reducing irrigation withdrawals in a disputed river basin|River Research and Applications|33|8|1345-1353|Journal Article||10.1002/rra.3174|NoFL_REC|"
SoilWater	10.1371/journal.pone.0183767	"""Leiva, J. A., Nkedi-Kizza, P., Morgan, K. T. and Kadyampakeni, D. M."""	2017	Imidacloprid transport and sorption nonequilibrium in single and multilayered columns of Immokalee fine sand	PLOS One	12	8	e0183767	"""Leiva, J. A., Nkedi-Kizza, P., Morgan, K. T. and Kadyampakeni, D. M.""|2017|Imidacloprid transport and sorption nonequilibrium in single and multilayered columns of Immokalee fine sand|PLOS One|12|8|e0183767|Journal Article||10.1371/journal.pone.0183767|SoilWater|"
Citrus_REC	10.1371/journal.pone.0183767	"""Leiva, J. a. N.-K., P.; Morgan, K. T.; Kadyampakeni, D. M."""	2017	Imidacloprid transport and sorption nonequilibrium in single and multilayered columns of Immokalee fine sand	PLOS One	12	8		"""Leiva, J. a. N.-K., P.; Morgan, K. T.; Kadyampakeni, D. M.""|2017|Imidacloprid transport and sorption nonequilibrium in single and multilayered columns of Immokalee fine sand|PLOS One|12|8||Journal Article||10.1371/journal.pone.0183767|Citrus_REC|"
Citrus_REC	10.1117/1.jrs.11.036003	"""Leiva, J. N. R., J.; Saraswat, D.; She, Y.; Ehsani, R."""	2017	"""Evaluating remotely sensed plant count accuracy with differing unmanned aircraft system altitudes, physical canopy separations, and ground covers"""	Journal of Applied Remote Sensing	11			"""Leiva, J. N. R., J.; Saraswat, D.; She, Y.; Ehsani, R.""|2017|""Evaluating remotely sensed plant count accuracy with differing unmanned aircraft system altitudes, physical canopy separations, and ground covers""|Journal of Applied Remote Sensing|11|||Journal Article||10.1117/1.jrs.11.036003|Citrus_REC|"
MidFL_REC		"""Leksungnoen, L., Eiadthong, W. and Kjelgren, R."""	2017	"""Thailand's catastrophic flood: Bangkok tree mortality as a function of taxa, habitat, and tree size."""	Urban Forestry & Urban Greening	22		111-119	"""Leksungnoen, L., Eiadthong, W. and Kjelgren, R.""|2017|""Thailand's catastrophic flood: Bangkok tree mortality as a function of taxa, habitat, and tree size.""|Urban Forestry & Urban Greening|22||111-119|Journal Article|||MidFL_REC|"
West_REC	10.1017/wet.2017.62	"""Leon, R. G., Ferrell, J. A. and Mulvaney, M. J."""	2017	Carinata tolerance to preemergence and postemergence herbicides	Weed Technology			1-6	"""Leon, R. G., Ferrell, J. A. and Mulvaney, M. J.""|2017|Carinata tolerance to preemergence and postemergence herbicides|Weed Technology|||1-6|Journal Article||10.1017/wet.2017.62|West_REC|"
EntNem		"""Leppla, N. C., Johnson,   M.W.,   Merritt  , J.L. and And Zalom  , F. G."""	2017	"""Applications and Trends in Commercial Biological Control for Arthropod Pests of Tomato. In: W. Wakil, G. Brust, and T. Perring Sustainable Management of Arthropod Pests of Tomato."""	Elsevier			372	"""Leppla, N. C., Johnson,   M.W.,   Merritt  , J.L. and And Zalom  , F. G.""|2017|""Applications and Trends in Commercial Biological Control for Arthropod Pests of Tomato. In: W. Wakil, G. Brust, and T. Perring Sustainable Management of Arthropod Pests of Tomato.""|Elsevier|||372|Book Section|Ineligible: Not an article||EntNem|"
EntNem	10.1653/024.100.0333	"""Leppla, N. C., Johnson, K. L., Juneau, K. J., Merritt, J. L., Kerr, C. R. and Newman, Y. C."""	2017	Pest and beneficial arthropods in a 'Tifton 85' bermudagrass field in north central Florida	Florida Entomologist	100	3	680-683	"""Leppla, N. C., Johnson, K. L., Juneau, K. J., Merritt, J. L., Kerr, C. R. and Newman, Y. C.""|2017|Pest and beneficial arthropods in a 'Tifton 85' bermudagrass field in north central Florida|Florida Entomologist|100|3|680-683|Journal Article||10.1653/024.100.0333|EntNem|"
SFRC		"""Lewbart, G. and Yanong, R."""	2017	Fish	"""Exotic Animal Formulary, """			16-52	"""Lewbart, G. and Yanong, R.""|2017|Fish|""Exotic Animal Formulary, ""|||16-52|Book Section|Ineligible: Not an article||SFRC|"
SFRC		"""Lewis, J. A., Patterson Iii, W. F. and Carlson , J. K."""	2017	"""Natural variability and effects of cleaning and storage procedures on vertebral chemical signatures of the blacktip shark, Carcharhinus limbatus."""	Journal of Fish Biology	91		1284-1300	"""Lewis, J. A., Patterson Iii, W. F. and Carlson , J. K.""|2017|""Natural variability and effects of cleaning and storage procedures on vertebral chemical signatures of the blacktip shark, Carcharhinus limbatus.""|Journal of Fish Biology|91||1284-1300|Journal Article|||SFRC|"
AniSci		"""Lewis, S. L., Holl, H., Streeter, C., Posbergh, C., Schanbacher, B., Place, N., Mallicote, M., Long, M. and Brooks, S."""	2017	Genomewide association study reveals a risk locus for equine metabolic syndrome in the Arabian horse	Journal of Animal Science	95	3	1071-1079	"""Lewis, S. L., Holl, H., Streeter, C., Posbergh, C., Schanbacher, B., Place, N., Mallicote, M., Long, M. and Brooks, S.""|2017|Genomewide association study reveals a risk locus for equine metabolic syndrome in the Arabian horse|Journal of Animal Science|95|3|1071-1079|Journal Article|||AniSci|"
SFRC	10.1177/0013916517708325	"""Li, C. and Monroe, M. C."""	2017	Development and validation of the climate change hope scale for high school students	Environment and Behavior			1-26	"""Li, C. and Monroe, M. C.""|2017|Development and validation of the climate change hope scale for high school students|Environment and Behavior|||1-26|Journal Article||10.1177/0013916517708325|SFRC|"
AniSci	10.1016/j.exger.2017.11.022	"""Li, C., White, S. H., Warren, L. K. and Wohlgemuth, S. E."""	2017	Skeletal muscle from aged American Quarter Horses shows impairments in mitochondrial biogenesis and expression of autophagy markers	Exp Gerontol	102		19-27	"""Li, C., White, S. H., Warren, L. K. and Wohlgemuth, S. E.""|2017|Skeletal muscle from aged American Quarter Horses shows impairments in mitochondrial biogenesis and expression of autophagy markers|Exp Gerontol|102||19-27|Journal Article||10.1016/j.exger.2017.11.022|AniSci|"
SoilWater	10.1016/j.chemosphere.2017.08.028	"""Li, C., Zhang, R., Li, Y., Zhang, S., Gao, P., Cui, X. and Ma, L. Q."""	2017	Relative bioavailability and bioaccessibility of PCBs in soils based on a mouse model and Tenax-improved physiologically-based extraction test	Chemosphere	186		709-715	"""Li, C., Zhang, R., Li, Y., Zhang, S., Gao, P., Cui, X. and Ma, L. Q.""|2017|Relative bioavailability and bioaccessibility of PCBs in soils based on a mouse model and Tenax-improved physiologically-based extraction test|Chemosphere|186||709-715|Journal Article||10.1016/j.chemosphere.2017.08.028|SoilWater|"
FRED	10.1108/bfj-11-2016-0580	"""Li, C. G., Bai, J. F., Gao, Z. F. and Fu, J. Y."""	2017	"""Willingness to pay for """"taste of Europe"""": geographical origin labeling controversy in China"""	British Food Journal	119	8	1897-1914	"""Li, C. G., Bai, J. F., Gao, Z. F. and Fu, J. Y.""|2017|""Willingness to pay for """"taste of Europe"""": geographical origin labeling controversy in China""|British Food Journal|119|8|1897-1914|Journal Article||10.1108/bfj-11-2016-0580|FRED|"
SFRC	10.1080/13504622.2017.1367916	"""Li, C. J. and Monroe, M. C."""	2017	Exploring the essential psychological factors in fostering hope concerning climate change	Environmental Education Research			1-19	"""Li, C. J. and Monroe, M. C.""|2017|Exploring the essential psychological factors in fostering hope concerning climate change|Environmental Education Research|||1-19|Journal Article||10.1080/13504622.2017.1367916|SFRC|"
MicroCell	10.1111/1462-2920.13932	"""Li, G. H., Fan, A. N., Peng, G. X., Keyhani, N. O., Xin, J. K., Cao, Y. Q. and Xia, Y. X."""	2017	"""A bifunctional catalase-peroxidase, MakatG1, contributes to virulence of Metarhizium acridum by overcoming oxidative stress on the host insect cuticle"""	Environmental Microbiology	19	10	4365-4378	"""Li, G. H., Fan, A. N., Peng, G. X., Keyhani, N. O., Xin, J. K., Cao, Y. Q. and Xia, Y. X.""|2017|""A bifunctional catalase-peroxidase, MakatG1, contributes to virulence of Metarhizium acridum by overcoming oxidative stress on the host insect cuticle""|Environmental Microbiology|19|10|4365-4378|Journal Article||10.1111/1462-2920.13932|MicroCell|"
SoilWater	10.1016/j.chemosphere.2017.03.072	"""Li, H., Dong, X., Da Silva, E. B., De Oliveira, L. M., Chen, Y. and Ma, L. Q."""	2017	Mechanisms of metal sorption by biochars: Biochar characteristics and modifications	Chemosphere	178		466-478	"""Li, H., Dong, X., Da Silva, E. B., De Oliveira, L. M., Chen, Y. and Ma, L. Q.""|2017|Mechanisms of metal sorption by biochars: Biochar characteristics and modifications|Chemosphere|178||466-478|Journal Article||10.1016/j.chemosphere.2017.03.072|SoilWater|"
SoilWater	10.1021/acs.est.7b00495	"""Li, H.-B., Li, J., Zhao, D., Li, C., Wang, X.-J., Sun, H.-J., Juhasz, A. L. and Ma, L. Q."""	2017	Arsenic Relative Bioavailability in Rice Using a Mouse Arsenic Urinary Excretion Bioassay and Its Application to Assess Human Health Risk	Environmental Science & Technology	51	8	4689-4696	"""Li, H.-B., Li, J., Zhao, D., Li, C., Wang, X.-J., Sun, H.-J., Juhasz, A. L. and Ma, L. Q.""|2017|Arsenic Relative Bioavailability in Rice Using a Mouse Arsenic Urinary Excretion Bioassay and Its Application to Assess Human Health Risk|Environmental Science & Technology|51|8|4689-4696|Journal Article||10.1021/acs.est.7b00495|SoilWater|"
Gulf_REC	10.1007/s00122-017-2991-4	"""Li, J., Chitwood, J., Menda, N., Mueller, L. and Hutton, S. F."""	2017	Linkage between the l-3 gene for resistance to fusarium wilt race 3 and increased sensitivity to bacterial spot in tomato	Theoretical and Applied Genetics				"""Li, J., Chitwood, J., Menda, N., Mueller, L. and Hutton, S. F.""|2017|Linkage between the l-3 gene for resistance to fusarium wilt race 3 and increased sensitivity to bacterial spot in tomato|Theoretical and Applied Genetics||||Journal Article||10.1007/s00122-017-2991-4|Gulf_REC|"
MidFL_REC	10.1080/13102818.2017.  1362960	"""Li, J., Hu, X., Huang, X., Huo, H. Q., Li, J., Zhang, D., Li, P., Ouyang, K. and Chen, X."""	2017	Functional identification of an EXPA gene (NcEXPA8) isolated from the tree Neolamarckia cadamba.	Biotechnology & Biotechnological Equipment				"""Li, J., Hu, X., Huang, X., Huo, H. Q., Li, J., Zhang, D., Li, P., Ouyang, K. and Chen, X.""|2017|Functional identification of an EXPA gene (NcEXPA8) isolated from the tree Neolamarckia cadamba.|Biotechnology & Biotechnological Equipment||||Journal Article|New Faculty: Huo MidFL_REC|10.1080/13102818.2017.  1362960|MidFL_REC|"
Citrus_REC	10.1094/mpmi-12-16-0257-r	"""Li, J. Y. P., Z. Q.; Trivedi, P.; Zhou, X. F.; Ying, X. B.; Jia, H. G.; Wang, N. A."""	2017	'Candidatus Liberibacter asiaticus' Encodes a Functional Salicylic Acid (SA) Hydroxylase That Degrades SA to Suppress Plant Defenses	Molecular Plant-Microbe Interactions	30	8	620-630	"""Li, J. Y. P., Z. Q.; Trivedi, P.; Zhou, X. F.; Ying, X. B.; Jia, H. G.; Wang, N. A.""|2017|'Candidatus Liberibacter asiaticus' Encodes a Functional Salicylic Acid (SA) Hydroxylase That Degrades SA to Suppress Plant Defenses|Molecular Plant-Microbe Interactions|30|8|620-630|Journal Article||10.1094/mpmi-12-16-0257-r|Citrus_REC|"
SoilWater	10.1016/j.envint.2016.11.014	"""Li, K., Gao, P., Xiang, P., Zhang, X., Cui, X. and Ma, L. Q."""	2017	Molecular mechanisms of PFOA-induced toxicity in animals and humans: Implications for health risks	Environment International	99		43-54	"""Li, K., Gao, P., Xiang, P., Zhang, X., Cui, X. and Ma, L. Q.""|2017|Molecular mechanisms of PFOA-induced toxicity in animals and humans: Implications for health risks|Environment International|99||43-54|Journal Article||10.1016/j.envint.2016.11.014|SoilWater|"
SoilWater	10.1021/acs.est.7b02690	"""Li, K., Sun, J., Yang, J., Roberts, S. M., Zhang, X., Cui, X., Wei, S. and Ma, L. Q."""	2017	Molecular Mechanisms of Perfluorooctanoate-Induced Hepatocyte Apoptosis in Mice Using Proteomic Techniques	Environmental Science & Technology	51	19	11380-11389	"""Li, K., Sun, J., Yang, J., Roberts, S. M., Zhang, X., Cui, X., Wei, S. and Ma, L. Q.""|2017|Molecular Mechanisms of Perfluorooctanoate-Induced Hepatocyte Apoptosis in Mice Using Proteomic Techniques|Environmental Science & Technology|51|19|11380-11389|Journal Article||10.1021/acs.est.7b02690|SoilWater|"
IndianRiv_REC	10.1016/j.chemosphere.2017.01.020	"""Li, L. G., He, Z. L., Li, Z. G., Li, S. L., Wan, Y. S. and Stoffella, P. J."""	2017	"""Spatiotemporal change of phosphorous speciation and concentration in stormwater in the St. Lucie Estuary watershed, South Florida"""	Chemosphere	172		488-495	"""Li, L. G., He, Z. L., Li, Z. G., Li, S. L., Wan, Y. S. and Stoffella, P. J.""|2017|""Spatiotemporal change of phosphorous speciation and concentration in stormwater in the St. Lucie Estuary watershed, South Florida""|Chemosphere|172||488-495|Journal Article||10.1016/j.chemosphere.2017.01.020|IndianRiv_REC|"
FoodSci	10.1021/acs.jafc.6b03806	"""Li, R., Kim, M. H., Sandhu, A. K., Gao, C. and Gu, L."""	2017	Muscadine Grape (Vitis rotundifolia) or Wine Phytochemicals Reduce Intestinal Inflammation in Mice with Dextran Sulfate Sodium-Induced Colitis	J Agric Food Chem	65	4	769-776	"""Li, R., Kim, M. H., Sandhu, A. K., Gao, C. and Gu, L.""|2017|Muscadine Grape (Vitis rotundifolia) or Wine Phytochemicals Reduce Intestinal Inflammation in Mice with Dextran Sulfate Sodium-Induced Colitis|J Agric Food Chem|65|4|769-776|Journal Article||10.1021/acs.jafc.6b03806|FoodSci|"
IndianRiv_REC	10.2166/wst.2017.396	"""Li, S. L., Huang, H. L., Li, Z. G., Li, Z. W., He, Z. L. and Liang, H."""	2017	Chromium removal capability and photosynthetic characteristics of Cyperus alternifolius and Coix lacryma-jobi L. in vertical flow constructed wetland treated with hexavalent chromium bearing domestic sewage	Water Science and Technology	76	8	2203-2212	"""Li, S. L., Huang, H. L., Li, Z. G., Li, Z. W., He, Z. L. and Liang, H.""|2017|Chromium removal capability and photosynthetic characteristics of Cyperus alternifolius and Coix lacryma-jobi L. in vertical flow constructed wetland treated with hexavalent chromium bearing domestic sewage|Water Science and Technology|76|8|2203-2212|Journal Article||10.2166/wst.2017.396|IndianRiv_REC|"
SoilWater	10.1016/j.jhazmat.2017.06.040	"""Li, S.-W., Liu, X., Sun, H.-J., Li, M.-Y., Zhao, D., Luo, J., Li, H.-B. and Ma, L. Q."""	2017	Effect of phosphate amendment on relative bioavailability and bioaccessibility of lead and arsenic in contaminated soils	Journal of Hazardous Materials	339		256-263	"""Li, S.-W., Liu, X., Sun, H.-J., Li, M.-Y., Zhao, D., Luo, J., Li, H.-B. and Ma, L. Q.""|2017|Effect of phosphate amendment on relative bioavailability and bioaccessibility of lead and arsenic in contaminated soils|Journal of Hazardous Materials|339||256-263|Journal Article||10.1016/j.jhazmat.2017.06.040|SoilWater|"
SoilWater	10.1016/j.jhazmat.2016.12.023	"""Li, S.-W., Sun, H.-J., Wang, G., Cui, X.-Y., Juhasz, A. L., Li, H.-B. and Ma, L. Q."""	2017	Lead relative bioavailability in soils based on different endpoints of a mouse model	Journal of Hazardous Materials	326		94-100	"""Li, S.-W., Sun, H.-J., Wang, G., Cui, X.-Y., Juhasz, A. L., Li, H.-B. and Ma, L. Q.""|2017|Lead relative bioavailability in soils based on different endpoints of a mouse model|Journal of Hazardous Materials|326||94-100|Journal Article||10.1016/j.jhazmat.2016.12.023|SoilWater|"
