Authors	Year	Title	Journal Name	Vol	Issue	Pages	Reference Type	Research notes	doi 	IFAS Unit
"Muwamba, A., Nkedi-Kizza, P. and Morgan, K. T."	2016	Determination of Sorption Coefficient of Phosphorus Applied for Sugarcane Production in Southwestern Florida	Journal of Environmental Quality	45	5	1760-1768	Journal Article	yes	10.2134/jeq2016.03.0087	
"Na, C. I., Fedenko, J. R., Sollenberger, L. E. and Erickson, J. E."	2016	Harvest management affects biomass composition responses of C4 perennial bioenergy grasses in the humid subtropical USA	Global Change Biology Bioenergy	8	6	1150-1161	Journal Article		10.1111/gcbb.12319	Agronomy
"Na, C. I., Sollenberger, L. E., Fedenko, J. R., Erickson, J. E. and Woodard, K. R."	2016	Seasonal changes in chemical composition and leaf proportion of elephantgrass and energycane biomass	Industrial Crops and Products	94		107-116	Journal Article		10.1016/j.indcrop.2016.07.009	Agronomy
"Nairn, B. L., Lonergan, Z. R., Wang, J. F., Braymer, J. J., Zhang, Y. F., Calcutt, M. W., Lisher, J. P., Gilston, B. A., Chazin, W. J., De Crecy-Lagard, V., Giedroc, D. P. and Skaar, E. P."	2016	The Response of Acinetobacter baumannii to Zinc Starvation	Cell Host & Microbe	19	6	826-836	Journal Article		10.1016/j.chom.2016.05.007	
"Nanduri, B., Shack, L. A., Rai, A. N., Epperson, W. B., Baumgartner, W., Schmidt, T. B. and Edelmann, M. J."	2016	Use of focused ultrasonication in activity-based profiling of deubiquitinating enzymes in tissue	Analytical Biochemistry	515		9-13	Journal Article		10.1016/j.ab.2016.09.016	
"Naserian, A. A., Staples, C. R. and Ghaffari, M. H."	2016	"Effects of replacing wheat bran by pistachio skins on feed intake, nutrient digestibility, milk yield, milk composition and blood metabolites of dairy Saanen goats"	Journal of Animal Physiology and Animal Nutrition	100	2	256-263	Journal Article		10.1111/jpn.12362	Animal Sci
"Nazarian, A. and Gezan, S. A."	2016	GenoMatrix: A Software Package for Pedigree-Based and Genomic Prediction Analyses on Complex Traits	Journal of Heredity	107	4	372-379	Journal Article		10.1093/jhered/esw020	
"Nehela, Y., Hijaz, F., Elzaawely, A. A., El-Zahaby, H. M. and Killiny, N."	2016	Phytohormone profiling of the sweet orange (Citrus sinensis (L.) Osbeck) leaves and roots using GC-MS-based method	Journal of Plant Physiology	199		12-17	Journal Article		10.1016/j.jplph.2016.04.005	Citrus REC
"Nell, L. A., Frederick, P. C., Mazzotti, F. J., Vliet, K. A. and Brandt, L. A."	2016	Presence of breeding birds improves body condition for a crocodilian nest protector	PloS ONE	11	3	e0149572	Journal Article			Ft Lauderdale REC
"Nelson, C. D., Lippolis, J. D., Reinhardt, T. A., Sacco, R. E., Powell, J. L., Drewnoski, M. E., O'neil, M., Beitz, D. C. and Weiss, W. P."	2016	Vitamin D status of dairy cattle: Outcomes of current practices in the dairy industry	J Dairy Sci	99	12	10150-10160	Journal Article		10.3168/jds.2016-11727	Animal Sci
"Nelson, C. D., Powell, J. L., Price, D. M., Hersom, M. J., Yelich, J. V., Drewnoski, M. E., Bird, S. L. and Bridges, G. A."	2016	Assessment of serum 25-hydroxyvitamin D concentrations of beef cows and calves across seasons and geographical locations	Journal of Animal Science	94	9	3958-3965	Journal Article		10.2527/jas2016-0611	Animal Sci
"Nermut, J., Puza, V., Mekete, T. and Z., M."	2016	"Phasmarhabditis bonaquaense n. sp. (Nematoda: Rhabditidae), a new slug-parasitic nematode from the Czech Republic."	Zootaxa	4179	3	530-546	Journal Article			Ent/Nem
"Nettleman, C. A., Abd-Elrahman, A., Adams, D., Fik, T., Ruppert, T., Barnes, G. and Dewitt, B."	2016	"A GIS based model of rolling easement policies in Pinellas County and Sarasota County, Florida"	Ocean & Coastal Management	132		143-154	Journal Article			
"Newberry, E. A., Jardini, T. M., Rubio, I., Roberts, P. D., Babu, B., Koike, S. T., Bouzar, H., Goss, E. M., Jones, J. B. and Bull, C. T."	2016	Angular Leaf Spot of Cucurbits is Associated With Genetically Diverse Pseudomonas syringae Strains	Plant Disease	100	7	1397-1404	Journal Article			
"Newberry, E. A., Paret, M. L., Jones, J. B. and Bost, S. C."	2016	First Report of Leaf Spot of Pumpkin Caused by Pseudomonas cichorii in Tennessee	Plant Disease	100	10	2159-2160	Journal Article		10.1094/pdis-11-15-1387-pdn	
"Newton, I., Mcgrady, M. and Oli, M."	2016	A review of survival estimates for raptors and owls	Ibis	158		227-248	Journal Article		10.1111/ibi.12355	
"Nguyen, T. T. N., Migliaccio, K. W., Evans, E. A., Martinez, C. J., Sansalone, J. J. and Clark, M. W."	2016	"Coupling hydrologic and economic modeling for wetland management multi-optimization in Tram Chim National Park, Vietnam"	Journal of Environmental Planning and Management	60	5	842-861	Journal Article		10.1080/09640568.2016.1182897	ABE
"Ni, Z., Burks, T. F. and Lee, W. S."	2016	3D reconstruction of plant/tree canopy using monocular and binocular vision	Journal of Imaging	2	4	14	Journal Article		10.3390/jimaging2040028	ABE
"Nicholson, W. L., Davis, C. L., Shapiro, N., Huntemann, M., Clum, A., Reddy, T. B. K., Pillay, M., Markowitz, V., Varghese, N., Pati, A., Ivanova, N., Kyrpides, N. and Woyke, T."	2016	An improved high-quality draft genome sequence of Carnobacterium inhibens subsp inhibens strain K1(T)	Standards in genomic sciences	11		Article 65	Journal Article		10.1186/s40793-016-0193-3	
"Nifong, J. C."	2016	Living on the edge: Trophic ecology of Alligator mississippiensis Daudin 1801 (American alligator) with access to a shallow estuarine impoundment	Bulletin of the Florida Museum of Natural History	54	2	13-49	Journal Article			
"Nifong, J. C., Frazer, T. and Mojica, C."	2016	Alligator mississippiensis (DIET).	Herpetological Review	47	1	130-131	Journal Article			
"Noppibool, U., Koonawootrittriron, S., Elzo, M. A. and Suwanasopee, T."	2016	Estimation of genetic parameters and trends for length of productive life and lifetime production traits in a commercial Landrace and Yorkshire swine population in Northern Thailand	Asian-Australasian Journal of Animal Sciences	29	9	1222-1228	Journal Article		http://dx.doi.org/10.5713/ajas.15.0647	Animal Sci
"Noppibool, U., Koonawootrittriron, S., Elzo, M. A. and Suwanasopee, T."	2016	Factors affecting length of productive life and lifetime production traits of commercial sows in Northern Thailand	Agriculture and Natural Resources	50	1	71-74	Journal Article		http://dx.doi.org/10.1016/j.anres.2015.07.001	Animal Sci
"Noppibool, U., Koonawootrittriron, S., Elzo, M. A. and Suwanasopee, T."	2016	Genetic Relationships between Length of Productive Life and Lifetime Production Efficiency in a Commercial Swine Herd in Northern Thailand	Animal Science Journal	88		213-221	Journal Article		doi:10.1111/asj.12647	Animal Sci
"Nunez, G., Kovaleski, A. P., Casamali, B. and Darnell, R. L."	2016	Can science and genetics literacy affect student perception of genetically modified organisms?	AgBioForum	19	1	44-53	Journal Article			
"Nunez, G. H., Harmon, C. L., Olmstead, J. W. and Darnell, R. L."	2016	Root-level inoculation with iron-reducing microorganisms does not enhance iron uptake by southern highbush blueberry plants	Rhizosphere	2		24-33	Journal Article			
"Nunez, G. H., Rodríguez-Armenta, H. P., Darnell, R. L. and Olmstead, J. W."	2016	Toward Marker-assisted Breeding for Root Architecture Traits in Southern Highbush Blueberry	Journal of the American Society for Horticultural Science	141	5	414-424	Journal Article			
"O’neill, B., Gillen, M. and Hunter, J."	2016	Evidence-based evaluation tools for Small Steps to Health and Wealth	The Forum for Family and Consumer Issues	20	2		Journal Article			FYCS
"Obase, K., Douhan, G. W., Matsuda, Y. and Smith, M. E."	2016	Revisiting phylogenetic diversity and cryptic species of Cenococcum geophilum sensu lato	Mycorrhiza	26	6	529-540	Journal Article			
"O'dell, P., Moreira, C. M. and Pullammanappallil, P."	2016	"Noxious weed seed deactivation by thermophilic anaerobic digestion, and the effects on fungal growth"	"THE FOURTEEN LACCEI INTERNATIONAL MULTI-CONFERENCE FOR ENGINEERING, EDUCATION AND TECHNOLOGY"			"Paper #355, 5 pp"	Conference Proceedings		http://dx.doi.org/10.18687/LACCEI2016.1.1.355	Custom 8
"Odero, D. C., Duchrow, M. and Havranek, N."	2016	Critical Timing of Fall Panicum (Panicum dichotomiflorum) Removal in Sugarcane	Weed Technology	30	1	13-20	Journal Article		10.1614/wt-d-15-00091.1	Everglades REC
"Odero, D. C., Fernandez, J. V. and Havranek, N."	2016	Weed Control and Radish (Raphanus sativus) Response to S-metolachlor on Organic Soils	Hortscience	51	1	79-83	Journal Article			Everglades REC
"O'donnell, K., Libeskind-Hadas, R., Hulcr, J., Bateman, C., Kasson, M. T., Ploetz, R. C., Konkol, J. L., Ploetz, J. N., Carrillo, D., Campbell, A., Duncan, R. E., Liyanage, P. N. H., Eskalen, A., Lynch, S. C., Geiser, D. M., Freeman, S., Mendel, Z., Sharon, M., Aoki, T., Cosse, A. A. and Rooney, A. P."	2016	"Invasive Asian Fusarium - Euwallacea ambrosia beetle mutualists pose a serious threat to forests, urban landscapes and the avocado industry"	Phytoparasitica	44	4	435-442	Journal Article		10.1007/s12600-016-0543-0	
"Oglend, A. and Asche, F."	2016	Cyclical non-stationarity in commodity prices	Empirical Economics	51	4	1465-1479	Journal Article		10.1007/s00181-015-1060-6	
"Ogunade, I. M., Arriola, K. G., Jiang, Y., Driver, J. P., Staples, C. R. and Adesogan, A. T."	2016	Effects of 3 sequestering agents on milk aflatoxin M1 concentration and the performance and immune status of dairy cows fed diets artificially contaminated with aflatoxin B1	Journal of Dairy Science	99	8	6263-6273	Journal Article		10.3168/jds.2016-10905	Animal Sci
"Ogunade, I. M., Jiang, Y., Kim, D. H., Cervantes, A. A., Arriola, K. G., Vyas, D., Weinberg, Z. G., Jeong, K. C. and Adesogan, A. T."	2016	Fate of Escherichia coli O157:H7 and bacterial diversity in corn silage contaminated with the pathogen and treated with chemical or microbial additives	J Dairy Sci	100	3	1780-1794	Journal Article		10.3168/jds.2016-11745	Animal Sci
"Ogunade, I. M., Kim, D. H., Jiang, Y., Weinberg, Z. G., Jeong, K. C. and Adesogan, A. T."	2016	Control of Escherichia coli O157:H7 in contaminated alfalfa silage: Effects of silage additives	J Dairy Sci	99	6	4427-36	Journal Article		10.3168/jds.2015-10766	Animal Sci
"Okonechnikov, K., Conesa, A. and Garcia-Alcalde, F."	2016	Qualimap 2: advanced multi-sample quality control for high-throughput sequencing data	Bioinformatics	32	2	292-294	Journal Article		10.1093/bioinformatics/btv566	
"Olexa, M. T."	2016	Anonymous Grading: A Win/Win for Faculty and Students	NACTA Journal	60	2	259	Journal Article			FRE
"Orihara, T., Lebel, T., Ge, Z.-W., Smith, M. E. and Maekawa, N."	2016	Evolutionary history of the sequestrate genus Rossbeevera (Boletaceae) reveals a new genus Turmalinea and highlights the utility of ITS minisatellite-like insertions for molecular identification	Persoonia	37		173-198	Journal Article		http://dx.doi.org/10.3767/003158516X691212	
"Orsborne, J., Banks, S. D., Hendy, A., Gezan, S. A., Kaur, H., Wilder-Smith, A., Lindsay, S. W. and Logan, J. G."	2016	"Personal Protection of Permethrin-Treated Clothing against Aedes aegypti, the Vector of Dengue and Zika Virus, in the Laboratory"	Plos One	11	5	18	Journal Article		10.1371/journal.pone.0152805	
"Ortega, M. S., Denicol, A. C., Cole, J. B., Null, D. J. and Hansen, P. J."	2016	Use of single nucleotide polymorphisms in candidate genes associated with daughter pregnancy rate for prediction of genetic merit for reproduction in Holstein cows	Anim Genet	47	3	288-97	Journal Article		10.1111/age.12420	Animal Sci
"Ortega, M. S., Rocha-Frigoni, N. A., Mingoti, G. Z., Roth, Z. and Hansen, P. J."	2016	Modification of embryonic resistance to heat shock in cattle by melatonin and genetic variation in HSPA1L	J Dairy Sci	99	11	9152-9164	Journal Article		10.3168/jds.2016-11501	Animal Sci
"Ortiz-Urquiza, A., Fan, Y. H., Garrett, T. and Keyhani, N. O."	2016	Growth substrates and caleosin-mediated functions affect conidial virulence in the insect pathogenic fungus Beauveria bassiana	Microbiology-Sgm	162	11	1913-1921	Journal Article		10.1099/mic.0.000375	
"Ostry, M. E., Moore, M., Jacobs, J., Smith, J. A. and Anderson, N."	2016	"Disease biology and histopathology of bronze leaf disease: a threat to cultivated aspens, white poplars and their hybrids"	47	1		e12293	Journal Article		10.1111/efp.12293	
"Ou, M. S., Awasthi, D., Nieves, I., Wang, L., Erickson, J., Vermerris, W., Ingram, L. O. and Shanmugam, K. T."	2016	Sweet Sorghum Juice and Bagasse as Feedstocks for the Production of Optically Pure Lactic Acid by Native and Engineered Bacillus coagulans Strains	Bioenergy Research	9	1	123-131	Journal Article		10.1007/s12155-015-9670-6	Agronomy
"Overholt, W. A., Rayamajhi, M., Rohrig, E.,, Hight, S., Dray, F. A., Lake, E., Smith, M., Hibbard, K., Bhattarai, G. P.,, Bowers, K., Poffenberger, R., Clark, M., Curry, B., Stange, B., Calise, E., Wasylik, and T., M., C., & Leidi, J."	2016	"Release and distribution of Lilioceris cheni (Coleoptera: Chrysomelidae), a biological control agent of air potato (Dioscorea bulbifera: Dioscoreaceae), in Florida"	Biocontrol Science and Technology	26	8	1087-1099	Journal Article			
"Owens, C. T. and Lamm, A. J."	2016	Exploring the Relationship between Critical Thinking Style and Water Conservation Behavior: Implications for Extension	Journal of Agricultural Education	57	4	119-130	Journal Article		10.5032/jae.2016.04119	Ag Ed
"Owens, D., Nuessly, G. S., Seal, D. R. and Colquhoun, T. A."	2016	Variable Pyrethroid Susceptibility Among the Sweet Corn-Infesting Ulidiidae (Diptera) in Florida and New Baseline Susceptibilities	Journal of Economic Entomology	109	3	1283-1288	Journal Article			Everglades REC
"Owens, N., Carter, S. K., Nordham, C. J. and Ford, J. A."	2016	Neutralizing the Maternal Breast Accounts of Public Breastfeeding by African American Mothers	Journal of Family Issues			0192513X16650229	Journal Article			FYCS
"Ozawa, M., Sakatani, M., Dobbs, K. B., Kannampuzha-Francis, J. and Hansen, P. J."	2016	Regulation of gene expression in the bovine blastocyst by colony stimulating factor 2	BMC Res Notes	9		250	Journal Article		10.1186/s13104-016-2038-y	Animal Sci
"Pacholewicz, E., Barus, A. S., Swart, A., Havelaar, A. H., Lipman, L. J. A. and Luning, P. A."	2016	Influence of food handlers' compliance with procedures of poultry carcasses contamination: A case study concerning evisceration in broiler slaughterhouses	Food Control	68		367-378	Journal Article		10.1016/j.foodcont.2016.04.009	Animal Sci
"Pacholewicz, E., Lipman, L. J., Swart, A., Havelaar, A. H. and Heemskerk, W. J."	2016	Pre-scald brushing for removal of solids and associated broiler carcass bacterial contamination	Poult Sci	95	12	2979-2985	Journal Article		https://doi.org/10.3382/ps/pew257	Animal Sci
"Pacholewicz, E., Swart, A., Wagenaar, J., Lipman, L. J. and Havelaar, A. H."	2016	Explanatory Variables Associated with Campylobacter and Escherichia coli Concentrations on Broiler Chicken Carcasses during Processing in Two Slaughterhouses	Journal of Food Protection	79	12	2038-2047	Journal Article		10.4315/0362-028x.jfp-16-064	Animal Sci
"Padowski, J. C., Carrera, L. and Jawitz, J. W."	2016	Overcoming Urban Water Insecurity with Infrastructure and Institutions	Water Resources Management	30	13	4913-4926	Journal Article	yes	10.1007/s11269-016-1461-0	
"Padua, J. M. V., Dias, K. O. D., Pastina, M. M., De Souza, J. C., Queiroz, V. a. V., Da Costa, R. V., Da Silva, M. B. P., Ribeiro, C. a. G., Guimaraes, C. T., Gezan, S. A. and Guimaraes, L. J. M."	2016	A multi-environment trials diallel analysis provides insights on the inheritance of fumonisin contamination resistance in tropical maize	Euphytica	211	3	277-285	Journal Article		10.1007/s10681-016-1722-2	
"Pan, H., Xu, L., Noland, J. E., Li, H., Siegfried, B. D. and Zhou, X."	2016	"Assessment of potential risks of dietary RNAi to a soil micro-arthropod, Sinella curviseta Brook (Collembola: Entomobryidae)."	Front. Plant Sci.	7		doi:/10.3389/fpls.2016.01028	Journal Article		/10.3389/fpls.2016.01028	Ent/Nem
"Pan, L., Zhang, X. Q., Wang, J. P., Ma, X., Zhou, M. L., Huang, L. K., Nie, G., Wang, P. X., Yang, Z. F. and Li, J."	2016	Transcriptional Profiles of Drought-Related Genes in Modulating Metabolic Processes and Antioxidant Defenses in Lolium multiflorum	Frontiers in Plant Science	7		15	Journal Article		10.3389/fpls.2016.00519	Agronomy
